Index,Company,Product,TypeName,Inches,OpSys,Price_euros,SSD_Memory_GB,HDD_Memory_GB,Weight_kg,Ram_GB,ScreenResolution_px,Cpu_Type,Cpu_Frequency_GHz,Gpu_Type
1022,HP,ProBook 440,Notebook,14.0,Windows 10,1049.26,256,0,1.64,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1023,HP,Probook 440,Notebook,14.0,Windows 10,684.0,0,500,1.64,4,1366x768,Intel Core,2.4,Intel HD
1024,Dell,Inspiron 7567,Gaming,15.6,Windows 10,949.0,0,0,2.65,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1025,HP,EliteBook 820,Ultrabook,12.5,Windows 10,1539.0,0,500,1.26,4,1920x1080,Intel Core,2.5,Intel HD
1026,HP,Elitebook 840,Notebook,14.0,Windows 10,1590.0,256,0,1.48,4,1920x1080,Intel Core,2.5,Intel HD
1027,HP,EliteBook 840,Ultrabook,14.0,Windows 10,1887.21,256,0,1.54,8,1920x1080,Intel Core,2.5,Intel HD
1028,HP,Probook 430,Notebook,13.3,Windows 10,800.0,0,500,1.49,4,1366x768,Intel Core,2.4,Intel HD
1029,Toshiba,Portege A30-C-1CZ,Notebook,13.3,Windows 10,1210.0,256,0,1.5,8,1366x768,Intel Core,2.3,Intel HD
1030,HP,ProBook 450,Notebook,15.6,Windows 10,769.99,256,0,2.04,4,1366x768,Intel Core,2.4,Intel HD
1031,Lenovo,ThinkPad P70,Notebook,17.3,Windows 7,2968.0,512,0,2.4,16,3840x2160,Intel Core,2.7,Nvidia Quadro
1032,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Windows 10,1490.0,256,0,1.47,8,1920x1080,Intel Core,2.3,Intel HD
1033,HP,EliteBook 1040,Notebook,14.0,Windows 10,2229.0,256,0,1.43,8,1920x1080,Intel Core,2.5,Intel HD
1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,Windows 10,795.99,0,1024.0,2.08,4,1920x1080,Intel Core,2.3,Intel HD
1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Windows 10,1590.0,256,0,1.2,8,1920x1080,Intel Core,2.3,Intel HD
1036,HP,Spectre 13-V100nv,Notebook,13.3,Windows 10,1149.0,256,0,1.11,8,1920x1080,Intel Core,2.5,Intel HD
1037,HP,ProBook 440,Notebook,14.0,Windows 10,1185.43,256,0,1.64,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1038,Dell,Latitude E5570,Notebook,15.6,Windows 10,1046.44,0,500,2.09,8,1920x1080,Intel Core,2.4,Intel HD
1039,HP,Elitebook 820,Ultrabook,12.5,Windows 10,1559.0,256,0,1.26,4,1366x768,Intel Core,2.5,Intel HD
1040,HP,ProBook 650,Notebook,14.0,Windows 10,1189.0,0,500,2.31,4,1366x768,Intel Core,2.5,Intel HD
1041,HP,ProBook 640,Notebook,14.0,Windows 10,1060.0,0,500,1.95,4,1366x768,Intel Core,2.5,Intel HD
1042,Dell,XPS 13,Ultrabook,13.3,Windows 10,1624.0,256,0,1.29,8,3200x1800,Intel Core,2.5,Intel HD
1043,HP,Probook 470,Notebook,17.3,Windows 10,1080.0,256,0,2.63,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1044,HP,ProBook 440,Notebook,14.0,Windows 10,973.0,256,0,1.64,4,1366x768,Intel Core,2.5,Intel HD
1045,Acer,Aspire 3,Notebook,15.6,Windows 10,409.0,0,1024.0,2.1,6,1366x768,AMD A9-Series,3,AMD Radeon
1046,MSI,GL72M 7RDX,Gaming,17.3,Windows 10,1191.8,128,1024.0,2.7,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1047,HP,Probook 640,Notebook,14.0,Windows 7,1195.0,256,0,1.95,8,1920x1080,Intel Core,2.3,Intel HD
1048,HP,EliteBook 850,Notebook,15.6,Windows 10,1228.99,256,0,1.84,8,1920x1080,Intel Core,2.5,Intel HD
1049,HP,EliteBook 820,Ultrabook,12.5,Windows 10,1349.0,256,0,1.26,8,1920x1080,Intel Core,2.5,Intel HD
1050,HP,ProBook 450,Notebook,15.6,Windows 10,742.0,0,500,2.04,4,1366x768,Intel Core,2.5,Intel HD
1051,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,Windows 10,1725.0,256,0,1.47,8,1920x1080,Intel Core,2.6,Intel HD
1052,Dell,Latitude E5570,Notebook,15.6,Windows 7,1062.95,256,0,2.09,8,1920x1080,Intel Core,2.4,Intel HD
1053,HP,ProBook 440,Notebook,14.0,Windows 10,1010.51,256,0,1.64,8,1920x1080,Intel Core,2.5,Intel HD
1054,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Windows 10,847.0,256,0,1.8,4,1920x1080,Intel Core,2.5,Intel HD
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,Windows 10,1425.0,256,0,2.4,16,1920x1080,Intel Core,2.5,Nvidia GeForce
1057,Lenovo,Thinkpad L560,Notebook,15.6,Windows 10,1049.6,256,0,2.3,8,1920x1080,Intel Core,2.3,Intel HD
1058,HP,EliteBook 840,Notebook,14.0,Windows 10,1000.0,0,500,1.54,4,1920x1080,Intel Core,2.3,Intel HD
1059,HP,EliteBook 850,Notebook,15.6,Windows 10,2103.34,256,500,1.84,8,1920x1080,Intel Core,2.4,Intel HD
1060,HP,EliteBook 1040,Notebook,14.0,Windows 7,1469.0,256,0,1.43,8,1920x1080,Intel Core,2.3,Intel HD
1061,MSI,GT72S Dominator,Gaming,17.3,Windows 10,1545.64,256,1024.0,3.78,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Windows 10,2289.99,128,1024.0,4.6,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1064,Lenovo,ThinkPad X1,Notebook,14.0,Windows 7,2620.0,256,0,1.1,16,2560x1440,Intel Core,2.6,Intel HD
1065,HP,Noteb Pav,Notebook,15.6,Windows 10,979.0,0,1024.0,1.91,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Windows 10,1094.0,256,0,2.3,8,1920x1080,Intel Core,2.7,Intel HD
1067,HP,ProBook 450,Notebook,15.6,Windows 10,979.0,256,0,2.04,4,1366x768,Intel Core,2.5,Intel HD
1068,Dell,XPS 13,Ultrabook,13.3,Windows 10,2254.0,1024.0,0,1.2,16,3200x1800,Intel Core,2.7,Intel HD
1069,HP,ProBook 650,Notebook,15.6,Windows 10,705.15,0,500,2.31,4,1366x768,Intel Core,2.3,Intel HD
1070,HP,250 G5,Notebook,15.6,No OS,499.0,0,500,1.96,4,1366x768,Intel Core,2.5,Intel HD
1071,Acer,Aspire ES1-523,Notebook,15.6,Windows 10,449.0,0,1024.0,2.4,8,1366x768,AMD A8-Series,2.2,AMD Radeon
1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,Windows 10,1299.0,256,0,1.6,12,1920x1080,Intel Core,2.7,Intel HD
1073,MSI,GT62VR 6RD,Gaming,15.6,Windows 10,1819.0,256,1024.0,2.94,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1074,HP,ProBook 450,Notebook,15.6,Windows 10,1070.0,256,0,2.04,8,1920x1080,Intel Core,2.7,Intel HD
1075,Asus,Rog G752VL-GC088D,Gaming,17.3,No OS,998.0,0,1024.0,4,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1076,Dell,Inspiron 3567,Notebook,15.6,Windows 10,559.0,0,1024.0,2.25,4,1920x1080,Intel Core,2.5,Intel HD
1077,Dell,Inspiron 5567,Notebook,15.6,Windows 10,989.99,0,2048.0,2.32,16,1920x1080,Intel Core,2.7,AMD Radeon
1079,MSI,GS63VR 6RF,Gaming,15.6,Windows 10,1929.0,256,1024.0,1.8,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1080,Dell,XPS 13,Ultrabook,13.3,Windows 10,1458.0,256,0,1.29,8,1920x1080,Intel Core,2.7,Intel HD
1081,Asus,ROG G701VO,Gaming,17.3,Windows 10,3975.0,1024.0,0,3.58,64,1920x1080,Intel Core,2.7,Nvidia GeForce
1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Windows 10,798.01,256,0,1.62,8,1920x1080,Intel Core,2.5,Intel HD
1083,Dell,Alienware 15,Gaming,15.6,Windows 10,1329.0,256,1024.0,3.21,16,3840x2160,Intel Core,2.6,Nvidia GeForce
1085,Dell,Latitude 3570,Notebook,15.6,Windows 10,481.98,0,500,2.06,4,1366x768,Intel Core,2.3,Intel HD
1086,HP,ProBook 650,Notebook,15.6,Windows 10,1199.0,0,500,2.31,4,1366x768,Intel Core,2.3,Intel HD
1087,HP,EliteBook 820,Ultrabook,12.5,Windows 7,1199.0,256,0,1.26,8,1920x1080,Intel Core,2.3,Intel HD
1088,HP,ProBook 430,Notebook,13.3,Windows 10,1090.0,256,0,1.49,8,1920x1080,Intel Core,2.7,Intel HD
1089,Lenovo,ThinkPad Yoga,Ultrabook,12.5,Windows 10,1713.49,256,0,1.3,8,1920x1080,Intel Core,2.5,Intel HD
1090,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,Windows 10,659.0,0,1024.0,3.0,8,1600x900,Intel Core,2.3,AMD Radeon
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,Windows 10,977.0,0,1024.0,2.3,4,1920x1080,Intel Core,2.3,Nvidia GeForce
1092,MSI,GT72VR Dominator,Gaming,17.3,Windows 10,2499.0,256,1024.0,3.78,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Windows 10,540.0,0,500,2.1,4,1366x768,Intel Core,2.3,Intel HD
1094,HP,Probook 650,Notebook,15.6,Windows 7,940.0,0,500,2.31,4,1920x1080,Intel Core,2.3,Intel HD
1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Windows 10,1399.0,512,0,0.99,8,2560x1440,Intel Core,1.2,Intel HD
1096,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Windows 10,3240.0,512,1024.0,4.6,32,1920x1080,Intel Core,2.7,Nvidia GeForce
1098,HP,Spectre x360,Ultrabook,13.3,Windows 10,2049.0,512,0,1.3,16,3840x2160,Intel Core,2.7,Intel HD
1099,Dell,Vostro 3568,Notebook,15.6,Windows 10,750.0,256,0,2.18,8,1920x1080,Intel Core,2.5,Intel HD
1100,HP,EliteBook 840,Notebook,14.0,Windows 7,1030.99,0,500,1.54,4,1920x1080,Intel Core,2.3,Intel HD
1101,HP,ZBook 15u,Workstation,15.6,Windows 7,1495.0,256,0,1.9,8,1920x1080,Intel Core,2.5,AMD FirePro
1102,Lenovo,ThinkPad T460,Notebook,14.0,Windows 7,1199.0,180,0,1.7,8,1920x1080,Intel Core,2.3,Intel HD
1104,Acer,Aspire ES1-523,Notebook,15.6,Windows 10,387.0,0,500,2.4,4,1366x768,AMD A8-Series,2.2,AMD Radeon
1105,Dell,Inspiron 3552,Notebook,15.6,Linux,393.49,0,500,2.2,4,1366x768,Intel Pentium,1.6,Intel HD
1106,HP,250 G6,Notebook,15.6,No OS,345.99,0,1024.0,1.86,4,1366x768,Intel Core,2,Intel HD
1107,Asus,Rog GL702VM-GC354T,Gaming,17.3,Windows 10,1599.0,256,1024.0,2.7,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1108,Dell,Inspiron 5370,Ultrabook,13.3,Windows 10,818.35,256,0,1.4,4,1920x1080,Intel Core,1.6,AMD Radeon
1109,HP,Elitebook 820,Netbook,12.5,Windows 7,1599.0,128,0,2.4,4,1366x768,Intel Core,2.3,Intel HD
1110,Acer,Aspire F5-573G,Notebook,15.6,Windows 10,799.0,256,1024.0,2.4,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1111,Dell,Inspiron 5567,Notebook,15.6,Windows 10,638.8,0,1024.0,2.36,8,1920x1080,Intel Core,2.5,AMD Radeon
1112,MSI,GS70 Stealth,Gaming,17.3,Windows 10,1599.0,256,0,2.6,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1113,HP,250 G5,Notebook,15.6,Windows 10,500.0,0,1024.0,1.96,4,1366x768,Intel Pentium,1.6,Intel HD
1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Windows 10,2299.0,128,1024.0,4.3,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1115,Dell,Latitude E5270,Ultrabook,12.5,Windows 7,1135.15,0,500,1.5,4,1366x768,Intel Core,2.3,Intel HD
1116,Dell,Latitude E5270,Ultrabook,12.5,Windows 7,1166.97,128,0,1.5,4,1366x768,Intel Core,2.3,Intel HD
1117,Acer,Chromebook 15,Notebook,15.6,Chrome OS,209.0,16,0,2.20,4,1366x768,Intel Celeron,1.5,Intel HD
1118,HP,ZBook 17,Workstation,17.3,Windows 7,2899.0,0,1024.0,3.0,8,1920x1080,Intel Core,2.6,AMD FirePro
1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1199.0,512,0,2.4,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1120,Dell,Latitude E5270,Ultrabook,12.5,Windows 7,1413.1,256,0,1.5,8,1366x768,Intel Core,2.3,Intel HD
1121,MSI,GE72 Apache,Gaming,17.3,Windows 10,1511.19,128,1024.0,2.9,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1122,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Windows 10,867.0,256,0,2.1,4,1920x1080,Intel Core,2.3,Intel HD
1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,398.0,0,1024.0,2.1,4,1920x1080,AMD A6-Series,2.5,AMD Radeon
1124,Asus,Rog GL552VW-CN470T,Gaming,15.6,Windows 10,1339.0,128,1024.0,2.59,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1125,HP,EliteBook 1030,Notebook,13.3,Windows 10,1699.0,256,0,1.16,8,3200x1800,Intel Core,1.1,Intel HD
1126,Dell,Vostro 3559,Notebook,15.6,Windows 7,769.15,0,500,2.24,4,1366x768,Intel Core,2.3,AMD Radeon
1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Windows 10,429.0,128,0,2.1,4,1366x768,Intel Core,2.0,Intel HD
1128,HP,Spectre Pro,Ultrabook,13.3,Windows 10,1969.0,512,0,1.16,8,1920x1080,Intel Core,2.5,Intel HD
1130,Dell,XPS 13,Ultrabook,13.3,Windows 10,1379.0,256,0,1.23,8,1920x1080,Intel Core,2.4,Intel Iris
1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Windows 10,2749.99,256,1024.0,4.6,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1132,Razer,Blade Stealth,Ultrabook,12.5,Windows 10,1029.0,256,0,1.25,8,3840x2160,Intel Core,2.5,Intel HD
1133,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Windows 10,2226.0,512,0,1.05,16,1920x1080,Intel Core,2.7,Intel HD
1134,Asus,Rog GL752VW-T4308T,Gaming,17.3,Windows 10,1312.49,128,1024.0,3.52,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1136,HP,Spectre Pro,Notebook,13.3,Windows 10,1690.0,256,0,1.16,8,1920x1080,Intel Core,2.3,Intel HD
1137,HP,EliteBook 1040,Notebook,14.0,Windows 7,1513.0,256,0,1.43,8,1920x1080,Intel Core,2.3,Intel HD
1138,Dell,Latitude E5570,Notebook,15.6,Linux,523.63,0,500,2.09,4,1366x768,Intel Core,2.3,Intel HD
1139,Asus,VivoBook Max,Notebook,15.6,Windows 10,435.0,0,1024.0,2,4,1366x768,Intel Core,2.4,Intel HD
1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,Windows 10,1669.0,256,0,1.8,8,1920x1080,Intel Core,2.5,Intel HD
1142,HP,EliteBook 820,Ultrabook,12.5,Windows 7,1895.0,256,0,1.26,8,1366x768,Intel Core,2.4,Intel HD
1143,Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,989.0,128,1024.0,2.4,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1144,HP,Omen -,Gaming,17.3,Windows 10,1129.0,128,1024.0,3.35,8,1920x1080,Intel Core,2.3,Nvidia GeForce
1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Windows 10,629.0,0,2048.0,2.04,8,1366x768,Intel Core,2.7,Intel HD
1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Windows 7,2050.38,512,0,1.8,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1148,HP,250 G6,Ultrabook,15.6,Windows 10,752.0,256,0,1.84,8,1920x1080,Intel Core,2.7,Intel HD
1149,Acer,Aspire E5-576G,Notebook,15.6,Windows 10,616.0,0,1024.0,2.23,4,1920x1080,Intel Core,2.5,Nvidia GeForce
1150,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Windows 10,1099.0,0,0,2.5,16,1920x1080,Intel Core,2.5,AMD Radeon
1151,HP,ZBook 17,Workstation,17.3,Windows 7,3949.4,256,0,3,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1153,Dell,Inspiron 5567,Notebook,15.6,Windows 10,784.0,0,1024.0,2.5,8,1366x768,Intel Core,2.5,AMD Radeon
1154,MSI,GT72S Dominator,Gaming,17.3,Windows 10,2399.0,256,1024.0,3.78,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1155,HP,EliteBook 850,Ultrabook,15.6,Windows 7,2171.72,256,0,1.88,8,1920x1080,Intel Core,2.5,Intel HD
1156,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Windows 10,2440.0,512,0,2.8,16,2560x1440,Intel Core,2.6,Intel HD
1157,MSI,GP62M 7RDX,Gaming,15.6,Windows 10,1142.8,128,1024.0,2.4,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1160,HP,Spectre Pro,2 in 1 Convertible,13.3,Windows 10,1629.0,256,0,1.48,8,1920x1080,Intel Core,2.4,Intel HD
1161,HP,ZBook 15,Workstation,15.6,Windows 7,2229.0,256,0,2.59,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1162,HP,Spectre Pro,2 in 1 Convertible,13.3,Windows 10,1799.0,256,0,1.48,8,2560x1440,Intel Core,2.6,Intel HD
1163,HP,ZBook Studio,Workstation,15.6,Windows 7,1899.0,256,0,2.0,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1164,HP,EliteBook 820,Ultrabook,12.5,Windows 7,2296.95,256,0,1.26,8,1920x1080,Intel Core,2.50,Intel HD
1165,Dell,Vostro 5568,Notebook,15.6,Windows 10,1009.9,256,0,2.18,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1166,HP,EliteBook 850,Notebook,15.6,Windows 7,1579.0,256,0,1.88,8,1920x1080,Intel Core,2.3,Intel HD
1167,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Windows 10,2339.0,256,0,1.27,8,2560x1440,Intel Core,2.5,Intel HD
1168,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,No OS,339.0,0,1024.0,1.9,4,1366x768,Intel Core,2.0,Intel HD
1169,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,Windows 10,297.0,0,500,1.86,4,1366x768,AMD E-Series,1.8,AMD Radeon
1170,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,No OS,599.0,0,1024.0,2.32,8,1920x1080,Intel Core,2.3,AMD Radeon
1171,Dell,Inspiron 7567,Gaming,15.6,Windows 10,1199.0,0,1024.0,2.62,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1172,Dell,XPS 15,Notebook,15.6,Windows 10,2250.68,256,0,2.04,8,3840x2160,Intel Core,2.3,Nvidia GeForce
1173,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Windows 10,478.89,256,0,1.91,4,1920x1080,AMD A6-Series,2.5,AMD Radeon
1174,MSI,GP72M 7REX,Gaming,17.3,Windows 10,1492.8,256,1024.0,2.7,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1175,Lenovo,ThinkPad T460s,Ultrabook,14.0,Windows 7,2299.0,512,0,1.4,12,1920x1080,Intel Core,2.6,Intel HD
1176,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Windows 10,788.49,0,0,2.5,8,1920x1080,Intel Core,2.3,AMD Radeon
1177,HP,Spectre Pro,2 in 1 Convertible,13.3,Windows 10,2041.0,512,0,1.48,8,2560x1440,Intel Core,2.6,Intel HD
1178,Lenovo,ThinkPad T460,Ultrabook,14.0,Windows 7,1499.0,256,0,1.7,8,1920x1080,Intel Core,2.6,Intel HD
1179,MSI,GS40 Phantom,Gaming,14.0,Windows 10,1769.0,256,1024.0,1.7,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1180,HP,Pavilion 15-cb003nv,Gaming,15.6,Windows 10,899.0,0,1024.0,2.62,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1181,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Windows 10,459.0,0,1024.0,2.2,8,1366x768,Intel Core,2.0,Intel HD
1182,HP,250 G4,Notebook,15.6,No OS,476.99,0,500,2.1,4,1366x768,Intel Core,2.3,Intel HD
1183,Dell,Inspiron 7567,Gaming,15.6,Windows 10,1498.0,128,1024.0,2.62,8,3840x2160,Intel Core,2.8,Nvidia GeForce
1184,Lenovo,ThinkPad T570,Notebook,15.6,Windows 10,1390.0,256,0,1.95,8,1920x1080,Intel Core,2.5,Intel HD
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Windows 10,468.0,0,1024.0,2.2,4,1920x1080,Intel Core,2,Nvidia GeForce
1187,MSI,PL60 7RD,Gaming,15.6,Windows 10,839.0,0,1024.0,2.2,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1188,HP,250 G5,Notebook,15.6,Windows 10,679.0,256,0,1.96,8,1920x1080,Intel Core,2.5,Intel HD
1189,HP,ProBook 450,Notebook,15.6,Windows 10,1159.0,512,0,2.1,16,1920x1080,Intel Core,1.8,Intel UHD
1190,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,Windows 10,369.0,0,500,2.2,4,1366x768,Intel Celeron,1.6,Intel HD
1191,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,No OS,398.0,0,500,2.1,4,1366x768,Intel Core,2.3,Intel HD
1192,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,No OS,709.0,0,1024.0,2.2,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1193,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Windows 10,769.0,256,0,2,4,1920x1080,Intel Core,2.4,Intel HD
1194,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Windows 7,825.0,0,0,2.32,4,1920x1080,Intel Core,2.5,Intel HD
1195,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Windows 10,1305.0,512,0,3.31,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1196,MSI,GS60 Ghost,Gaming,15.6,Windows 10,2153.37,128,1024.0,1.91,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1197,HP,ProBook 450,Notebook,15.6,Windows 10,650.0,0,500,2.07,4,1366x768,Intel Core,2.3,Intel HD
1198,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Windows 10,1637.0,256,0,1.36,8,2560x1440,Intel Core,2.3,Intel HD
1199,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Windows 10,831.0,256,0,1.54,6,1920x1080,Intel Core,2.7,Nvidia GeForce
1200,Dell,Vostro 5568,Notebook,15.6,Linux,895.01,256,0,1.98,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1201,Acer,Aspire 3,Notebook,15.6,Windows 10,333.0,0,500,2.1,4,1366x768,Intel Celeron,2,Intel HD
1202,HP,Pavilion 15-BC000nv,Notebook,15.6,Windows 10,799.0,0,1024.0,2.18,6,1920x1080,Intel Core,2.6,Nvidia GeForce
1203,Asus,Rog GL552VW-DM201T,Gaming,15.6,Windows 10,909.0,256,1024.0,2.591,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1204,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Windows 10,1179.0,512,0,2.09,16,1920x1080,Intel Core,2.7,Intel HD
1205,Acer,Aspire E5-576G,Notebook,15.6,Windows 10,691.0,256,0,2.23,4,1920x1080,Intel Core,2.5,Nvidia GeForce
1206,Dell,XPS 13,Ultrabook,13.3,Linux,1099.0,256,0,1.23,8,3200x1800,Intel Core,2.4,Intel HD
1207,Acer,Predator G9-793,Gaming,17.3,Windows 10,2599.0,256,1024.0,4.2,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1208,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,819.0,0,1024.0,2.4,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1210,HP,250 G6,Notebook,15.6,Windows 10,485.0,0,500,1.86,4,1366x768,Intel Core,2.5,Intel HD
1212,Dell,Inspiron 7378,2 in 1 Convertible,13.3,Windows 10,1199.0,256,0,1.6,8,1920x1080,Intel Core,2.5,Intel HD
1213,HP,Pavilion Power,Notebook,15.6,Windows 10,1327.0,128,1024.0,2.21,12,1920x1080,Intel Core,2.8,Nvidia GeForce
1214,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,No OS,368.0,0,1024.0,1.9,4,1366x768,Intel Core,2,AMD Radeon
1215,Asus,Rog G752VY-GC229T,Gaming,17.3,Windows 10,2150.0,512,1024.0,4.3,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1216,Acer,Aspire 3,Notebook,15.6,Linux,272.0,0,1024.0,2.1,4,1366x768,Intel Celeron,2,Intel HD
1217,MSI,GS73VR 7RF,Gaming,17.3,Windows 10,2048.9,256,1024.0,2.43,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1218,Dell,Inspiron 5567,Notebook,15.6,Windows 10,499.0,128,0,2.3,4,1366x768,Intel Core,2.0,AMD Radeon
1219,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,No OS,629.0,0,500,2.2,8,1366x768,Intel Core,2.5,Nvidia GeForce
1220,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Windows 10,1285.0,512,0,2,16,1920x1080,Intel Core,1.8,Intel UHD
1221,Dell,XPS 13,Ultrabook,13.3,Windows 10,2680.0,512,0,1.2,16,3200x1800,Intel Core,2.7,Intel HD
1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Windows 10,1169.0,0,1024.0,2.2,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1223,Dell,Inspiron 5567,Notebook,15.6,Windows 10,889.0,256,0,2.36,8,1920x1080,Intel Core,2.5,AMD Radeon
1224,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,Windows 10,579.0,256,0,1.91,8,1366x768,Intel Core,2.5,Intel HD
1225,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Windows 10,299.0,0,500,2.2,4,1366x768,AMD E-Series,2.2,AMD Radeon
1226,Acer,Aspire E5-774G,Notebook,17.3,Windows 10,629.0,0,1024.0,3.3,8,1600x900,Intel Core,2.0,Nvidia GeForce
1227,Asus,Rog Strix,Gaming,15.6,Windows 10,2449.0,256,1024.0,2.2,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1229,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Windows 10,1749.0,128,1024.0,2.2,16,1920x1080,Intel Core,2.8,Nvidia GeForce
